category,composition,snlgroup_id 1,sg_num 1,task_id 1,snlgroup_id 2,sg_num 2,task_id 2,delta_energy,delta_bandgap,delta_volume_per_atom,rms_dist,scenario
diff. SGs,Cl3 Cr1 Cs1,18708,12,mp-29616,8405,194,mp-570326,0.00891,0.0085,0.821,"(0.0477,0.0749)",similar
diff. SGs,Cl3 Cr1 Cs1,11143,186,mp-610955,8405,194,mp-570326,0.00038,0.0391,0.00681,"(0.0403,0.0447)",similar
diff. SGs,O4 Si1 Sr2,8382,14,mp-18510,8334,62,mp-17825,0.00903,0.0019,0.0628,"(0.0828,0.139)",similar
diff. SGs,O2 Si1,1800,154,mp-6930,1799,152,mp-7000,0.000335,0.0134,0.0138,"(3.84e-16,6.7e-16)",similar
diff. SGs,O2 Si1,1800,154,mp-6930,4410,180,mp-6922,0.00172,0.175,0.669,"(0.142,0.168)",different
diff. SGs,Si2 Sr1,7672,213,mp-14172,2112,212,mp-496,4.08e-08,0,0.00155,"(0.0337,0.0412)",similar
diff. SGs,Mg1 O6 Sr2 W1,34030,225,mp-18848,1597,87,mp-19420,0.00913,0.164,0.0335,"(0.0827,0.131)",different
diff. SGs,Ba1 O11 V6,150407,63,mp-610232,7364,194,mp-18891,0.0173,0.909,0.0334,"(0.022,0.042)",different
diff. SGs,O3 Sr1 Ti1,43433,140,mp-4651,6860,221,mp-5229,0.000764,0.255,0.0246,"(0.017,0.0248)",different
diff. SGs,Cu3 Pd1,46722,123,mp-672265,45457,99,mp-680639,0.00131,0.0047,0.0262,"(0.0769,0.277)",similar
diff. SGs,Ba2 O6 Pr1 Sb1,23207,225,mp-10731,5846,148,mp-6692,0.00636,0.087,0.0843,"(0.07,0.0904)",similar
diff. SGs,Al1 F4 Tl1,45111,15,mp-3751,45110,140,mp-557233,0.0012,0.191,0.143,"(0.0467,0.0628)",different
diff. SGs,La3 O8 Re1,85670,63,mp-28121,36947,11,mp-504831,0.000892,0.0496,0.00304,"(0.0849,0.261)",similar
diff. SGs,Cu1 N3,86839,141,mp-27954,85363,88,mp-504768,0.00191,0.417,0.334,"(0.0142,0.0201)",different
diff. SGs,Cs1 Ge1 I3,151756,8,mp-642690,10105,160,mp-28377,0.00784,0.111,1.5,"(0.0451,0.057)",different
diff. SGs,Co21 Li20 O40,170270,82,mp-776148,154313,1,mp-705640,0.0197,1.38,0.101,"(0.0246,0.0774)",different
diff. SGs,Ba2 Nd1 O6 Sb1,8583,225,mp-14292,5847,148,mp-6122,0.00439,0.0672,0.0704,"(0.0476,0.0615)",similar
diff. SGs,Ca3 Mn2 O7,33608,36,mp-19042,27753,63,mp-19610,0.00989,0.0756,0.0186,"(0.127,0.217)",similar
diff. SGs,Br1 H3 O1,150674,8,mp-625521,150663,160,mp-625509,0.000967,0.0076,0.0247,"(0.0134,0.018)",similar
diff. SGs,Cu1 Dy1 Sb2,96603,12,mp-600449,34138,129,mp-20859,0.000158,0.0374,0.0381,"(0.0093,0.0174)",similar
diff. SGs,Ga1 Mo4 Se8,8854,160,mp-567394,8852,216,mp-5584,0.00472,0.237,0.0201,"(0.0105,0.0157)",different
diff. SGs,F5 Fe1 K2,43634,33,mp-579331,12160,60,mp-555882,2.14e-05,0.002,0.00134,"(0.0414,0.0762)",similar
diff. SGs,Ag1 C2 O2,96596,5,mp-600237,196,15,mp-654937,0.000235,0.0007,0.00343,"(0.016,0.0366)",similar
diff. SGs,Na1 Ni1 O2,61968,166,mp-578619,1772,12,mp-19149,0.0254,0.5,0.155,"(0.147,0.208)",different
diff. SGs,Cu10 Sn3,45229,176,mp-30597,13649,173,mp-568495,0.00234,0.0541,0.0266,"(0.0363,0.0607)",similar
diff. SGs,H1 Li1 O1,150849,39,mp-625998,836,129,mp-23856,0.00395,0.0163,0.148,"(0.0461,0.0666)",similar
diff. SGs,H3 Na1 O2,150628,14,mp-625391,87669,61,mp-24193,0.00325,0.0443,0.221,"(0.0386,0.054)",similar
diff. SGs,Pu1 Sb1,596,221,mp-21263,595,123,mp-19933,0.0513,0.011,0.0798,"(7.84e-17,7.84e-17)",different
diff. SGs,Eu1 H3 O3,150638,176,mp-625467,150637,11,mp-625477,0.00566,0.0001,0.39,"(0.116,0.29)",similar
diff. SGs,H3 O3 Sm1,150624,176,mp-625402,150623,11,mp-625409,0.000832,0.0477,0.156,"(0.118,0.29)",similar
diff. SGs,O11 Pb1 V6,44012,194,mp-25790,15576,186,mp-619128,0.000662,0.0209,0.198,"(0.0546,0.15)",similar
same SGs,La1 P5,44504,11,mp-1864,35611,11,mp-645421,0.00076,0.0037,0.559,,
diff. SGs,Cl5 K2 N1 O1 Ru1,28597,19,mp-560966,13214,62,mp-541361,0.000234,0.0041,0.0122,"(0.0186,0.0344)",similar
diff. SGs,Ba2 Co4 Nd2 O11,87257,25,mp-561781,44660,47,mp-24879,0.00831,0.0618,0.181,"(0.0241,0.0427)",similar
diff. SGs,Ce1 Cu1 Sn1,5448,194,mp-22761,2755,186,mp-22683,0.0066,0.0007,0.167,"(0.0503,0.0621)",similar
diff. SGs,Cs2 O3 Pb1,30013,36,mp-21521,10087,63,mp-21283,0.000247,0.0187,0.068,"(0.0667,0.149)",similar
diff. SGs,Re2 U1,27615,63,mp-569480,27613,194,mp-19890,0.016,0.0004,0.00163,"(0.00137,0.00206)",different
diff. SGs,F6 Ho1 Na1 Rb2,40648,87,mp-15318,40647,225,mp-15317,0.0013,0.0484,0.00281,"(0.0543,0.0837)",similar
diff. SGs,O2 Si1,16489,9,mp-555235,4416,194,mp-7087,0.00829,0.139,1.28,"(0.154,0.26)",different
diff. SGs,O2 Si1,16489,9,mp-555235,37269,40,mp-554573,0.0019,0.112,0.252,"(0.155,0.309)",different
diff. SGs,O2 Si1,16489,9,mp-555235,35277,4,mp-555891,0.00438,0.116,0.681,"(0.114,0.19)",different
diff. SGs,As1 Ca1 F1 Mg1 O4,46257,15,mp-7035,28344,9,mp-558016,0.000306,0.337,0.0131,"(0.0202,0.0405)",different
diff. SGs,C2 Hg1 N2 S2,150408,5,mp-610992,11316,12,mp-655275,0.00158,0.108,0.205,"(0.0136,0.0202)",different
diff. SGs,Ba2 Co1 Mo1 O6,86791,139,mp-561894,27803,225,mp-18967,0.0178,1.03,0.0286,"(0.026,0.0434)",different
diff. SGs,Er2 F7 K1,38050,62,mp-558238,36413,33,mp-27925,0.000118,0.0667,0.000648,"(0.0301,0.0792)",similar
diff. SGs,Ag2 O4 W1,85521,58,mp-504466,28993,34,mp-637188,0.0036,0.269,0.15,"(0.058,0.141)",different
diff. SGs,Cd1 N3 O6 Tl1,44400,146,mp-11018,2547,200,mp-22043,1.01,2.08,4.65,"(0.202,0.253)",different
diff. SGs,Ba1 Se3 V1,54349,36,mp-676597,11810,194,mp-27363,0.0138,0,0.287,"(0.0306,0.0634)",different
diff. SGs,F2 Ni1,8155,58,mp-566755,1790,136,mp-559798,0.000846,0.0104,0.0478,"(0.0426,0.0522)",similar
diff. SGs,P1 Sn1,23237,225,mp-475,15454,107,mp-7526,0.00661,0.0788,0.917,"(0.0744,0.0744)",similar
diff. SGs,Al1 C1 H2 Na1 O5,114749,74,mp-644506,102150,46,mp-699136,0.000666,0.111,0.155,"(0.0311,0.059)",different
diff. SGs,B1 O5 P1 Sr1,46013,154,mp-558022,42407,152,mp-6486,0.000188,0.0018,0.0243,"(0.0287,0.0458)",similar
diff. SGs,Ni1 O6 Sr2 W1,34394,225,mp-19400,34116,87,mp-25089,0.0111,0.0923,0.0529,"(0.0736,0.111)",different
diff. SGs,O2 Si1,32431,1,mp-557004,48025,12,mp-558351,0.00117,0.0679,0.433,"(0.0814,0.15)",similar
diff. SGs,O2 Si1,4416,194,mp-7087,37269,40,mp-554573,0.0102,0.251,1.53,"(0.141,0.178)",different
diff. SGs,O2 Si1,4416,194,mp-7087,35277,4,mp-555891,0.00392,0.0227,0.6,"(0.14,0.189)",similar
diff. SGs,O2 Si1,4416,194,mp-7087,7485,182,mp-559091,0.0073,0.0732,1.03,"(0.125,0.153)",similar
diff. SGs,O2 Si1,4411,198,mp-8059,22761,19,mp-556961,0.000262,0.109,0.507,"(0.191,0.236)",different
diff. SGs,O2 Si1,93441,229,mp-600033,32790,148,mp-559550,0.000255,0.181,2.05,"(0.198,0.285)",different
diff. SGs,O2 Si1,12834,36,mp-16964,37957,63,mp-560826,0.00436,0.253,0.837,"(0.15,0.281)",different
diff. SGs,O2 Si1,37957,63,mp-560826,85338,36,mp-556218,0.00405,0.467,0.515,"(0.102,0.205)",different
diff. SGs,O2 Si1,1799,152,mp-7000,4410,180,mp-6922,0.00206,0.188,0.655,"(0.142,0.168)",different
diff. SGs,O2 Si1,35277,4,mp-555891,7485,182,mp-559091,0.00339,0.0505,0.425,"(0.185,0.298)",similar
diff. SGs,Cu2 S4 Sn1 Sr1,35448,152,mp-16988,19039,154,mp-17322,4.62e-06,0.0004,9.32e-05,"(0.0123,0.0225)",similar
diff. SGs,Cs2 O8 P2 Ti1,40421,62,mp-572361,38996,19,mp-14864,0.00268,0.0685,0.0719,"(0.131,0.286)",similar
diff. SGs,Pd21 Sm10,151984,2,mp-648832,36813,12,mp-662804,0.000162,0.0009,0.0613,"(0.0124,0.0591)",similar
diff. SGs,Ba1 Co1 K2 N6 O12,46220,69,mp-18823,37834,202,mp-24872,0.0164,1.12,0.0481,"(0.0231,0.038)",different
diff. SGs,Cl4 Cr1 H18 K1 N6 O8,88028,148,mp-25514,88002,166,mp-25513,0.000996,0.0619,0.0752,"(0.0783,0.129)",similar
diff. SGs,H8 N2 O12 Se1 W3,87853,186,mp-25729,87851,173,mp-633143,0.000134,0.0055,0.0147,"(0.0222,0.0534)",similar
diff. SGs,H2 O6 P2 Zr1,104552,147,mp-643013,87805,164,mp-24030,0.00331,0.0158,0.532,"(0.0309,0.04)",similar
diff. SGs,F4 N1 O3 Rb1 Te1,43450,2,mp-669474,41191,1,mp-560578,0.01,0.205,0.429,"(0.0384,0.0776)",different
diff. SGs,B1 Ba1 O5 P1,42277,152,mp-15840,24677,154,mp-6040,1.01e-06,0.0013,0.000477,"(0.017,0.0347)",similar
diff. SGs,As2 Ni1 Tm2,27770,186,mp-568266,27768,194,mp-11581,0.00118,0,0.0893,"(0.0334,0.0667)",similar
diff. SGs,I1 Nb3 Se12,39057,128,mp-23410,37770,114,mp-567252,0.00124,0.138,0.105,"(0.0585,0.0748)",different
diff. SGs,Ca1 Mo1 O3,150395,14,mp-607467,6029,62,mp-19012,0.00691,0.116,0.0121,"(0.041,0.0625)",different
diff. SGs,Bi5 Cl12 Ga3,40060,167,mp-29075,31890,161,mp-569854,0.000166,0.0004,0.0286,"(0.0298,0.0411)",similar
diff. SGs,H1 Na3 O8 S2,108662,1,mp-707941,88074,14,mp-23780,0.00196,0.0246,0.0363,"(0.052,0.245)",similar
diff. SGs,B13 C2 Li1,151700,44,mp-638070,31793,74,mp-655591,0.000219,0.109,0.00024,"(0.00803,0.0288)",different
diff. SGs,Cs2 F6 K1 Mn1,21992,139,mp-560861,21993,225,mp-561461,0.0421,1.6,0.0215,"(0.0148,0.0232)",different
diff. SGs,Cs1 H24 Mn1 O20 S2,113331,61,mp-744823,113330,205,mp-746676,0.00924,1.69,0.0924,"(0.0571,0.0944)",different
diff. SGs,Fe1 I4 Rb2,86193,4,mp-568928,18415,11,mp-581600,0.00287,0.003,0.754,"(0.0165,0.0276)",similar
diff. SGs,As1 F6 K1,10950,148,mp-4266,8540,166,mp-7569,9.98e-05,0.0453,0.0678,"(0.077,0.089)",similar
diff. SGs,Cu6 La1,45215,14,mp-30590,26604,62,mp-636256,0.00613,0.0458,0.0828,"(0.0479,0.0803)",similar
diff. SGs,Au1 Mn1,68,123,mp-12675,67,221,mp-12674,0.00528,0.0458,0.0482,"(4.33e-17,4.33e-17)",similar
diff. SGs,Ca1 O5 Si1 Sn1,113285,2,mp-644103,20746,15,mp-6809,0.000375,0.0013,0.0329,"(0.0161,0.0252)",similar
diff. SGs,Cu1 F6 Sn1,47371,148,mp-13906,9316,2,mp-4701,0.00366,0.178,0.0248,"(0.177,0.222)",different
diff. SGs,Cs2 Hg1 I4,10367,11,mp-28421,9207,4,mp-567594,0.000547,0.114,0.104,"(0.0276,0.0428)",different
diff. SGs,Cu1 Ho1 S2,34071,19,mp-560611,32298,62,mp-12453,0.00115,0.0518,0.0621,"(0.0206,0.0295)",similar
diff. SGs,F3 K2 Mn1 O4 S1,34456,14,mp-18838,2530,60,mp-19304,0.000971,0.187,0.0736,"(0.017,0.0268)",different
diff. SGs,C3 Na4 O11 U1,45946,2,mp-560724,43044,165,mp-6046,0.00045,0.015,0.00114,"(0.0862,0.26)",similar
diff. SGs,Ba1 Ni1 O3,39715,186,mp-19241,6595,194,mp-19138,0.000123,0.0063,0.0325,"(0.0681,0.0756)",similar
diff. SGs,C5 Cl2 La4,151962,2,mp-647035,36193,12,mp-667192,0.000116,0,0.0327,"(0.00726,0.0133)",similar
diff. SGs,Cs1 F4 Mn1,15025,85,mp-617871,12399,129,mp-616604,0.0149,1.83,0.285,"(0.036,0.0623)",different
diff. SGs,As2 O5,40477,19,mp-1788,37875,92,mp-555434,0.000249,0.0595,0.0238,"(0.0554,0.0902)",similar
diff. SGs,C4 H8 N1 O10 Ti1,133,181,mp-557562,132,180,mp-557853,0.000207,0.0034,0.0265,"(0.0508,0.116)",similar
diff. SGs,Bi3 Nb1 O7,87234,8,mp-35185,51117,1,mp-34036,0.00044,0.394,0.00147,"(0.122,0.236)",different
diff. SGs,Ce1 K1 S4 Si1,42412,4,mp-22809,25496,11,mp-11170,0.00185,0.0939,0.288,"(0.061,0.0753)",similar
diff. SGs,Ga9 La11 Mg3 O34 Sr1,55769,8,mp-677725,55192,1,mp-677081,0.00068,0.0226,0.0185,"(0.0189,0.0288)",similar
diff. SGs,Ba1 Mo6 O10,150470,1,mp-624196,40977,62,mp-555478,0.0436,0.737,0.213,"(0.0666,0.145)",different
diff. SGs,Co1 Nb1 Te2,38845,64,mp-5603,13746,14,mp-571471,0.00181,0.0046,0.307,"(0.0354,0.0551)",similar
diff. SGs,Ca1 Ga4,44907,139,mp-1976,701,12,mp-2461,0.000187,0.0121,0.0257,"(0.0407,0.0514)",similar
diff. SGs,B26 Na12 O45,151726,1,mp-640740,34109,45,mp-657344,7e-05,0.0107,0.00709,"(0.00985,0.0229)",similar
diff. SGs,Mo2 Nd2 O7,153136,2,mp-690122,50924,227,mp-33803,0.0456,1.21,0.0771,"(0.0188,0.0362)",different
diff. SGs,Ir1 Ti1,45559,123,mp-1235,33282,221,mp-12594,0.0951,0.0089,0.0985,"(4.51e-17,4.51e-17)",different
diff. SGs,Fe1 H2 O2,151089,5,mp-626689,151087,164,mp-626680,0.0126,0.0585,0.104,"(0.195,0.273)",different
diff. SGs,In1 Sr1,150398,9,mp-608072,7422,43,mp-655461,0.00289,0,0.838,"(0.0102,0.016)",similar
diff. SGs,Er1 Fe4 Ge2,2670,58,mp-20480,2669,136,mp-3501,0.0256,0.0011,0.313,"(0.0125,0.0143)",different
diff. SGs,Eu1 Sn2 Zn2,35164,11,mp-644762,35163,129,mp-13135,0.0108,0.0413,0.301,"(0.0326,0.0479)",different
diff. SGs,Cr2 K3 Na1 O8,39289,15,mp-18964,12030,164,mp-19230,0.00221,0.0096,0.00084,"(0.0249,0.0381)",similar
diff. SGs,Fe1 Pt1 Sb1,150460,146,mp-623035,45326,198,mp-669307,0.178,0.0014,0.871,"(0.0566,0.0966)",different
diff. SGs,Ce1 Ni4 Sn2,85367,140,mp-510125,44971,120,mp-30510,0.3,0.0033,2.94,"(0.0472,0.0627)",different
diff. SGs,Cd3 Tb1,44944,194,mp-30498,44943,63,mp-570403,0.00219,0.0637,0.137,"(0.0993,0.136)",similar
diff. SGs,Nd1 O14 P5,36388,14,mp-4736,18448,53,mp-560681,0.000157,0.004,0.000105,"(0.0466,0.0927)",similar
diff. SGs,Nb2 O15 P4,43451,2,mp-556760,37722,1,mp-504946,0.00114,0.0161,0.0853,"(0.0918,0.166)",similar
diff. SGs,Ba1 Co2 O8 P2,85702,2,mp-616019,10939,148,mp-19021,0.0722,0.161,0.0675,"(0.0222,0.0337)",different
diff. SGs,Nb1 Ru1,45675,123,mp-432,27371,221,mp-11516,0.0249,0.0415,0.00159,"(4.4e-17,4.4e-17)",different
diff. SGs,Ba2 Cl7 Sc1,43458,14,mp-669476,41403,4,mp-573888,0.0021,0.0016,0.135,"(0.0382,0.0573)",similar
diff. SGs,B9 Ba1 Li1 O15,44285,167,mp-558890,43944,161,mp-17672,0.000176,0.0003,0.043,"(0.0263,0.121)",similar
diff. SGs,Ag3 Cu1 S2,35308,88,mp-644883,35307,141,mp-5725,0.00669,0.0178,0.122,"(0.0974,0.163)",similar
diff. SGs,F3 I1 Sn2,41599,20,mp-27167,8566,63,mp-555077,0.000626,0.0605,0.0983,"(0.0496,0.0674)",similar
diff. SGs,K3 Mo3 O12 Sc1,41678,57,mp-567044,40864,29,mp-672176,0.00265,0.0249,0.171,"(0.0591,0.161)",similar
diff. SGs,Cu1 S2 Y1,43231,62,mp-10533,1591,19,mp-12843,2.13e-05,0.0005,0.0111,"(0.029,0.0425)",similar
diff. SGs,Cu1 F3 Na1,85427,14,mp-505085,38642,2,mp-17869,0.00737,0.0164,0.324,"(0.0407,0.0656)",similar
diff. SGs,Nb1 O4 Sb1,36078,52,mp-3612,6621,33,mp-3491,0.00028,0.0796,0.0932,"(0.0618,0.0905)",similar
diff. SGs,Cl8 Na2 Ti3,18041,160,mp-569978,18040,166,mp-29474,0.0506,0.364,1.72,"(0.0674,0.104)",different
diff. SGs,O20 P5 Rb3 Ti3,40120,57,mp-555319,37218,29,mp-6390,0.000456,0.0001,0.0847,"(0.0635,0.156)",similar
diff. SGs,Al1 Cl4 Hg2 Sb1,35680,33,mp-570828,35679,60,mp-568001,0.000403,0.0463,0.229,"(0.101,0.216)",similar
diff. SGs,Al4 I7 La8,151960,2,mp-646295,35387,12,mp-658046,0.000133,8.88e-16,0.0678,"(0.00982,0.0192)",similar
diff. SGs,B1 F3,47250,14,mp-558149,35066,2,mp-27896,0.000768,0.0097,0.0733,"(0.0248,0.0459)",similar
diff. SGs,Au1 Cl4 K1,43956,7,mp-27181,13544,14,mp-568986,0.00021,0.0506,0.166,"(0.025,0.042)",similar
diff. SGs,C4 Mg2 Na6 O16 S1,36372,227,mp-540866,34788,203,mp-6892,0.0237,0.812,0.44,"(0.0939,0.132)",different
diff. SGs,C2 Cl1 Mg1 Na3 O6,35839,227,mp-566231,34787,203,mp-23653,0.012,0.314,0.367,"(0.13,0.189)",different
diff. SGs,Ga1 O6 Sb1 Sr2,34624,225,mp-6065,34623,87,mp-6304,0.0124,0.562,0.0064,"(0.0779,0.123)",different
diff. SGs,Fe12 La1 O19,34399,63,mp-642036,34398,194,mp-642250,0.0024,0.948,0.046,"(0.0145,0.0345)",different
diff. SGs,Cd1 Li1 O4 P1,38226,33,mp-556786,13395,62,mp-9018,8.59e-05,0.0007,0.00721,"(0.0197,0.0334)",similar
diff. SGs,Ce1 Cu6,44959,14,mp-581942,33660,62,mp-21708,0.0035,0.0077,0.0249,"(0.0198,0.0468)",similar
diff. SGs,Si2 V1,25566,181,mp-11190,23116,180,mp-10711,1.56e-06,0,0.00218,"(0.0204,0.025)",similar
diff. SGs,Br2 Ca1,22655,136,mp-571166,12705,58,mp-22888,0.00049,0.0795,0.339,"(0.0498,0.061)",similar
diff. SGs,Bi1 Cu1 O8 W2,150427,2,mp-615173,12574,1,mp-565192,0.000339,0.0116,0.0313,"(0.0496,0.11)",similar
diff. SGs,Cu1 Dy1 S2,34070,19,mp-554120,32297,62,mp-555044,0.000391,0.0137,0.0227,"(0.0409,0.0561)",similar
diff. SGs,Cu1 S2 Yb1,34072,19,mp-640381,32301,62,mp-19888,0.00821,0.0127,0.0603,"(0.0376,0.0573)",similar
diff. SGs,Ba2 Gd1 Nb1 O6,33516,225,mp-19996,32152,87,mp-22531,0.644,2.65,0.0751,"(0.135,0.186)",different
diff. SGs,Ba2 Ho1 O6 Ta1,34753,225,mp-13001,34752,87,mp-13000,0.000746,0.0698,0.029,"(0.042,0.0663)",similar
diff. SGs,Ge3 O11 Pb5,32115,143,mp-557340,18180,174,mp-557667,0.00199,0.0896,0.147,"(0.111,0.249)",similar
diff. SGs,Er1 Tl1,30564,123,mp-1054,30562,221,mp-217,0.00464,0.0207,0.187,"(3.78e-17,3.78e-17)",similar
diff. SGs,P1 S3 Sn1,47459,7,mp-13923,13286,14,mp-4252,0.00681,0.307,0.944,"(0.0408,0.0989)",different
diff. SGs,Ga1 N5 O14,42737,5,mp-541950,21324,82,mp-557954,0.00156,0.0651,0.3,"(0.114,0.193)",similar
diff. SGs,Cu6 Pr1,45458,62,mp-30698,45455,14,mp-567201,0.00573,0.0532,0.00409,"(0.0224,0.0438)",similar
diff. SGs,Cd1 Ce1,44923,123,mp-11291,30026,221,mp-183,0.00248,0.0001,0.00652,"(1.09e-16,1.09e-16)",similar
diff. SGs,Ba3 Nb2 O9 Sr1,36905,176,mp-540949,29985,194,mp-540794,0.0155,0.194,0.14,"(0.122,0.167)",different
diff. SGs,Te5 U1,38089,33,mp-651772,38088,62,mp-28500,0.0158,0.0038,0.441,"(0.0396,0.0898)",different
diff. SGs,Bi2 Cs3 I9,43351,15,mp-669458,18569,194,mp-624214,0.00117,0.0303,0.323,"(0.0437,0.0683)",similar
diff. SGs,Ba2 O6 Ta1 Y1,31812,87,mp-12385,3715,225,mp-6613,0.0016,0.103,0.0453,"(0.0407,0.0635)",different
diff. SGs,Ba1 O18 V13,151699,2,mp-638002,28213,148,mp-510249,0.036,0.527,0.347,"(0.0689,0.122)",different
diff. SGs,Na1 O6 W2,152495,44,mp-690535,53557,225,mp-37307,0.0396,0.0024,0.0657,"(0.0113,0.0169)",different
diff. SGs,Sm1 Tl1,45865,123,mp-2541,27684,221,mp-11568,0.00582,0.192,0.158,"(7.32e-17,7.32e-17)",different
diff. SGs,Rh1 Ti1,27648,221,mp-11563,27647,123,mp-2583,0.0275,0.0187,0.0717,"(2.24e-16,2.24e-16)",different
diff. SGs,Ba2 Cu1 O6 W1,36675,139,mp-561558,13272,87,mp-505618,0.00108,0.0521,0.0385,"(0.1,0.156)",similar
diff. SGs,Mn1 Pd1,27258,221,mp-1902,27257,123,mp-238,0.0122,0.073,0.00391,"(4.8e-17,4.8e-17)",different
diff. SGs,K1 O4 Sr1 V1,41169,62,mp-19638,22120,19,mp-628859,0.00252,0.0157,0.104,"(0.0658,0.141)",similar
diff. SGs,H2 Zr1,88101,139,mp-24286,87880,225,mp-24155,0.00761,0.0066,0.013,"(2.52e-16,3.44e-16)",similar
diff. SGs,Cr1 O6 Ta2,21577,14,mp-31629,9236,136,mp-31626,0.0143,0.707,0.0426,"(0.0579,0.0861)",different
diff. SGs,Cs2 N2 Tb6 Te7,151959,8,mp-646007,35793,12,mp-655613,0.000209,1,0.146,"(0.00825,0.012)",different
diff. SGs,Br6 Pb4 Se1,151212,8,mp-630927,25264,44,mp-655489,0.00173,0.389,0.212,"(0.0529,0.11)",different
diff. SGs,Ba1 Fe2 O5 Y1,24758,123,mp-24947,24757,51,mp-542205,0.00716,0.79,0.205,"(0.0235,0.0334)",different
diff. SGs,Mo1 O4 Tl2,45112,164,mp-565394,26388,5,mp-18938,0.00895,0.185,0.0107,"(0.132,0.198)",different
diff. SGs,Ba2 Ca1 O6 Re1,48221,87,mp-12417,28986,225,mp-6635,5.01e-05,0.0458,0.00127,"(0.0496,0.0784)",similar
diff. SGs,La1 Ru3 Si2,20083,191,mp-569482,17076,193,mp-29240,0.00307,0,0.0496,"(0.0273,0.0386)",similar
diff. SGs,Cu3 Mo2 O9,37192,33,mp-649957,32772,62,mp-639719,0.000744,0.0099,0.0455,"(0.0475,0.0919)",similar
diff. SGs,Ba1 Ni2 P4,14427,139,mp-28927,14426,71,mp-571420,8.09e-05,0.0427,0.132,"(0.014,0.0239)",similar
diff. SGs,H1 O3 Sb1,150897,141,mp-626182,150896,43,mp-626218,0.0122,0.118,0.114,"(0.131,0.269)",different
diff. SGs,F6 K2 Zr1,35323,15,mp-5450,12455,63,mp-13596,0.00112,0.16,0.00647,"(0.0924,0.123)",different
diff. SGs,Eu2 Ge1 Se4,22483,11,mp-505740,22482,4,mp-629088,0.0092,0.152,0.0797,"(0.0629,0.1)",different
diff. SGs,Cl3 Nb1 O1,48190,136,mp-27815,22460,113,mp-556422,0.00895,0.401,0.518,"(0.0375,0.0794)",different
diff. SGs,Cl4 Ga1 Hg2 Sb1,35496,33,mp-568031,5394,60,mp-571190,0.000652,0.0647,0.332,"(0.107,0.22)",similar
diff. SGs,C4 H9 Mn1 N1 O6,96599,2,mp-600579,409,62,mp-656241,0.033,0.735,0.21,"(0.0524,0.0863)",different
diff. SGs,P2 U1,41989,107,mp-569147,20251,129,mp-413,0.00187,0,0.112,"(0.0297,0.0572)",similar
diff. SGs,Ba3 Ir2 Na1 O9,35877,15,mp-20529,6221,194,mp-21876,0.0037,0.0092,0.285,"(0.109,0.211)",similar
diff. SGs,Cl2 Co1 O2 Sr2,86631,71,mp-560610,1360,139,mp-24840,0.0573,0.407,0.261,"(0.011,0.0154)",different
diff. SGs,Ag1 Au1 Cl6 Cs2,47837,139,mp-567776,47085,225,mp-568448,0.0531,0.659,3.38,"(0.0821,0.157)",different
diff. SGs,Ba11 Bi14 Cd8,150396,2,mp-607525,6910,12,mp-655147,0.000233,0.0001,0.0141,"(0.01,0.0218)",similar
diff. SGs,Mn1 Ni1,27248,221,mp-11500,27247,123,mp-1797,0.00451,0.108,0.0334,"(4.77e-17,4.77e-17)",different
diff. SGs,Be3 Fe4 O12 S1 Si3,151194,161,mp-627398,18166,218,mp-19309,0.166,3.44,0.129,"(0.012,0.0232)",different
diff. SGs,Gd1 In1,26941,123,mp-19819,26940,221,mp-21005,0.00822,0.0053,0.808,"(3.68e-17,3.68e-17)",similar
diff. SGs,Co2 Na3 O6 Sb1,86922,2,mp-561940,35582,12,mp-19087,0.0984,1.68,0.1,"(0.0204,0.0352)",different
diff. SGs,Cl6 Se4 Zr1,43853,56,mp-30113,17757,138,mp-619928,0.00123,0.0006,0.582,"(0.0435,0.069)",similar
diff. SGs,Cd2 Cl1 P3,115051,15,mp-644431,17087,9,mp-29246,7.95e-06,0.013,0.0625,"(0.0607,0.138)",similar
diff. SGs,F7 Fe1 Na2 Ni1,46317,44,mp-566483,40987,74,mp-558817,3.32e-05,0.0048,0.0374,"(0.015,0.0308)",similar
diff. SGs,Mn1 O8 Re2,86703,164,mp-31907,20932,147,mp-627380,0.302,2.9,2.8,"(0.0912,0.116)",different
diff. SGs,Co1 F6 Zr1,16002,225,mp-555491,16001,148,mp-556456,0.0272,0,0.64,"(0.159,0.184)",different
diff. SGs,O7 Sr2 Ta2,16165,36,mp-13664,10742,63,mp-12286,6.05e-05,0.0187,0.00765,"(0.0416,0.0801)",similar
diff. SGs,Cu1 Sb1 Yb1,28406,186,mp-11701,16094,194,mp-9439,0.00143,0.216,1.01,"(0.0193,0.0241)",different
diff. SGs,Bi2 Cd1 Ge1 O6,40518,60,mp-555027,15700,14,mp-554740,0.000275,0.0185,0.0209,"(0.0417,0.0657)",similar
diff. SGs,Ag5 O6 Pb2,28945,157,mp-555565,2282,162,mp-22286,0.000152,0.0121,0.0252,"(0.0389,0.064)",similar
diff. SGs,Nb1 P1,20188,141,mp-9830,15417,109,mp-9339,0.602,0.442,0.0987,"(0.187,0.187)",different
diff. SGs,C1 F3 Na1 O2 Sb1,40779,9,mp-554716,29042,15,mp-554239,0.000271,0.0032,0.077,"(0.0406,0.0597)",similar
